MAG	CUBHE	ConsistencyHE	CPB	FilteredSequences	d	LowerCI	UpperCI
SRR6744654_metabat_5	0.6391691	0.3809682	-0.4194891	69	0.7003226	0.4625836	1.088004
SRR6744654_metabat_6	0.5720603	0.2809647	-0.3265176	260	0.391032	0.2071918	0.7857679
SRR6744654_metabat_7	0.666963	0.5140232	-0.3867996	101	2.850103	2.469324	3.299378
SRR6744654_metabat_8	
SRR6744655_metabat_1	0.6190743	0.4778938	-0.3916989	34	2.712473	2.241142	3.300361
SRR6744655_metabat_2	0.7250573	0.5097939	-0.3907417	35	1.612607	1.392566	1.87323
SRR6744657_metabat_1	0.7707266	0.1817371	-0.3758255	223	0.04946315	0.02422623	0.1094255
SRR6744659_metabat_1	0.651477	0.458903	-0.3858218	81	1.592677	1.270262	2.011909
SRR6744660_metabat_1	0.6553559	0.5244651	-0.4032804	29	3.672226	3.13552	4.31636
SRR6744660_metabat_2	0.5586822	0.2174951	-0.3797412	109	0.2284563	0.1087637	0.5235534
SRR6744660_metabat_3	0.6138119	0.4115178	-0.3942114	21	1.217861	0.8588648	1.75854
SRR6744660_metabat_4	0.6310253	0.472586	-0.3883508	22	2.268408	1.860952	2.780894
SRR6744666_metabat_1	0.7485428	0.551744	-0.3998219	22	2.252454	1.847141	2.762477
SRR6744666_metabat_2	0.9441846	0.2757851	-0.4134043	50	0.04137966	0.02343602	0.07678724
SRR6744666_metabat_3	0.461265	0.3463541	-0.4029291	91	1.962759	1.10503	3.668051
SRR6744666_metabat_4	0.4829046	0.1375026	-0.4436587	80	0.1749178	0.07187914	0.4838633
SRR6744666_metabat_5	0.5051796	0.2819395	-0.4008395	48	0.6397785	0.3281171	1.337513
SRR6744666_metabat_6	0.8036811	0.4749452	-0.409557	51	0.5771882	0.4605305	0.7288046
SRR6744666_metabat_7	0.4253066	0.2183783	-0.3831462	280	0.5773638	0.2535432	1.465498
SRR6744666_metabat_8	0.8417852	0.05172414	-0.3923048	11	0.0141925	0.006185192	0.03637804
SRR6744666_metabat_9	0.6374174	0.422223	-0.3881385	37	1.142777	0.8313385	1.594618
SRR6744672_metabat_01	1.106695	0.4396643	-0.4144667	15	0.0625296	0.04244565	0.09420912
SRR6744672_metabat_02	0.8863583	0.4816917	-0.4045072	11	0.3446361	0.2672396	0.4486859
SRR6744672_metabat_03	0.4858178	0.3001745	-0.3957269	45	0.9114307	0.4772657	1.857821
SRR6744672_metabat_04	0.9753866	0.4449882	-0.4141325	8	0.1377846	0.09819354	0.1966629
SRR6744672_metabat_05	0.9784876	0.4021287	-0.438802	8	0.09352742	0.0628267	0.1425734
SRR6744672_metabat_06	1.063696	0.4440135	-0.3962707	12	0.08195557	0.05663872	0.1210298
SRR6744672_metabat_07	0.8085117	0.3398605	-0.3898728	41	0.1480062	0.09168599	0.2473837
SRR6744672_metabat_08	1.065779	0.4585833	-0.4076445	8	0.09140509	0.06406053	0.1328995
SRR6744672_metabat_09	0.9535071	0.4224423	-0.4238601	8	0.1287336	0.08955184	0.1887288
SRR6744672_metabat_10	1.103006	0.03333333	-0.4526912	8	0.004466993	0.002027452	0.01087124
SRR6744675_metabat_1	0.435925	0.2819468	-0.4196193	96	1.094372	0.5355497	2.423589
SRR6744675_metabat_2	0.9402623	0.4950416	-0.4058387	32	0.2737701	0.2095589	0.3614317
SRR6744675_metabat_3	0.9879696	0.2922705	-0.3835524	16	0.03751679	0.02171865	0.06784501
SRR6744683_metabat_1	0.6316368	0.4731821	-0.403203	50	2.273835	1.868028	2.783402
SRR6744683_metabat_2	0.7154889	0.5429007	-0.388626	23	2.698716	2.257037	3.241815
SRR6744686_metabat_1	0.8165444	0.3605763	-0.3968523	32	0.1698988	0.1090837	0.272577
SRR6744686_metabat_2	0.4711223	0.2369717	-0.4071649	86	0.5049308	0.2354766	1.187469
SRR6744686_metabat_3	0.4579451	0.3216166	-0.4101043	75	1.477222	0.7900283	2.93536
SRR6744686_metabat_4	0.7938349	0.2482834	-0.3931069	70	0.07386445	0.03966139	0.1460705
SRR6744686_metabat_5	0.5754635	0.4839684	-0.398489	92	4.46498	3.633154	5.521335
SRR6744686_metabat_6	0.6459541	0.4541797	-0.3904237	39	1.573313	1.239883	2.013053
SRR6744687_metabat_1	0.4057416	0.2171084	-0.2755365	265	0.6584084	0.2842298	1.708352
SRR6744688_metabat_1	0.6186491	0.2592185	-0.4164246	96	0.2307666	0.1201851	0.473494
SRR6744688_metabat_2	0.9549823	0.2765208	-0.3981941	40	0.03939919	0.02234515	0.072993
SRR6744688_metabat_3	0.9040684	0.3791095	-0.4288972	26	0.1181836	0.0777238	0.1845144
SRR6744692_metabat_1	0.6277172	0.4882525	-0.3884741	57	2.883015	2.431105	3.433361
SRR6744700_metabat_1	0.6375503	0.4102043	-0.3921071	23	0.9903139	0.6997576	1.426887
SRR6744700_metabat_2	0.6743687	0.5411592	-0.4061736	32	3.87503	3.217686	4.690144
SRR6744703_metabat_1	0.658497	0.50865	-0.403347	104	2.864403	2.478955	3.319779
SRR6744703_metabat_2	0.8485068	0.4190642	-0.3732726	42	0.2396809	0.1702832	0.3432718
SRR6744703_metabat_3	0.959159	0.1504065	-0.4018743	13	0.01606052	0.00789485	0.03537054
SRR6744703_metabat_4	1.001302	0.5035797	-0.3971218	24	0.2000678	0.1494614	0.2711901
SRR6744703_metabat_5	
SRR6744703_metabat_6	0.9525339	0.3734436	-0.3947482	69	0.08527787	0.05523904	0.1354471
SRR6744706_metabat_1	0.7759761	0.47411	-0.3771821	200	0.7031863	0.5666513	0.878572
SRR6744711_metabat_1	0.6356904	0.5078502	-0.3931313	97	3.506963	3.009165	4.100979
SRR6744711_metabat_2	0.5375741	0.4264968	-0.3405036	128	2.858592	2.024547	4.108304
SRR6744712_metabat_1	0.9505495	0.479195	-0.3937166	31	0.219854	0.1649077	0.2967038
SRR6744712_metabat_2	0.9794362	0.4838085	-0.4162015	33	0.191073	0.1420892	0.2602929
SRR6744712_metabat_3	1.010323	0.40242	-0.413943	17	0.07840487	0.05231907	0.1204174
SRR6744712_metabat_4	1.116705	0.469505	-0.37935	7	0.07523685	0.05226189	0.1104778
SRR6744712_metabat_5	0.6524551	0.5186716	-0.3847288	250	3.480198	2.99048	4.063597
SRR6744712_metabat_6	0.9676385	0.4448548	-0.4681452	32	0.1441993	0.1030214	0.2052539
SRR6744712_metabat_7	0.5192136	0.43543	-0.426293	74	3.847052	2.745207	5.483106
SRR6744712_metabat_8	0.656369	0.5167247	-0.3938562	70	3.26428	2.814471	3.798018
SRR6744712_metabat_9	0.6805757	0.3543316	-0.3782276	17	0.3901385	0.2454262	0.6406815
SRR6744715_metabat_1	0.645538	0.3771722	-0.3764985	32	0.6401208	0.4198292	1.00248
SRR6744716_metabat_01	0.6318539	0.4925825	-0.4112174	29	2.943582	2.500009	3.479268
SRR6744716_metabat_02	
SRR6744716_metabat_03	0.6203687	0.5474109	-0.3958349	73	7.323191	5.73502	9.433389
SRR6744716_metabat_04	0.5761668	0.4859528	-0.411411	53	4.5637	3.723551	5.627229
SRR6744716_metabat_05	
SRR6744716_metabat_06	1.11662	0.07471264	-0.4196671	2	0.005334819	0.002506971	0.01242652
SRR6744716_metabat_07	1.020568	0.5143279	-0.3934262	20	0.1957923	0.1456235	0.2666722
SRR6744716_metabat_08	0.6529205	0.5149558	-0.4177258	173	3.290168	2.836752	3.828195
SRR6744716_metabat_09	0.6526114	0.5159105	-0.3991329	40	3.343807	2.880681	3.893873
SRR6744716_metabat_10	0.6542103	0.531525	-0.4008753	30	4.104541	3.455705	4.896168
SRR6744716_metabat_11	1.061417	0.4730771	-0.396111	16	0.1059204	0.07534444	0.151494
SRR6744716_metabat_12	0.6304419	0.4727211	-0.3834847	21	2.284323	1.874281	2.79997
SRR6744716_metabat_13	0.6351345	0.4151364	-0.3922915	18	1.069942	0.764732	1.522246
SRR6744716_metabat_14	0.8897147	0.5475427	-0.4169075	25	0.6748457	0.5338197	0.8600139
SRR6744716_metabat_15	0.9176032	0.3848797	-0.3911362	10	0.1147505	0.07600542	0.1777196
SRR6744716_metabat_16	0.7950227	0.4225023	-0.4000686	25	0.3543452	0.2562148	0.4977574
SRR6744716_metabat_17	
SRR6744716_metabat_18	0.9850982	0.4923381	-0.3963671	41	0.1995962	0.1491279	0.2705138
SRR6744716_metabat_19	0.6808551	0.5730303	-0.4024448	74	5.787909	4.31778	7.857514
SRR6744716_metabat_20	
SRR6744719_metabat_1	0.9136944	0.4979669	-0.4727255	46	0.3368741	0.2620705	0.4370511
SRR6744720_metabat_1	0.6337924	0.5062237	-0.4026083	87	3.490346	2.992375	4.085156
SRR6744720_metabat_2	0.7978401	0.4624473	-0.3822685	187	0.5264612	0.4116242	0.6793367
SRR6744721_metabat_1	0.6957104	0.5339948	-0.4011049	58	2.868636	2.43898	3.386863
SRR6744721_metabat_2	0.628454	0.4737293	-0.3875122	16	2.356512	1.936633	2.883531
SRR6744725_metabat_1	0.6470226	0.502988	-0.4068386	107	2.948363	2.539319	3.434346
SRR6744725_metabat_2	1.012547	0.332495	-0.3881953	27	0.04472572	0.02722522	0.07628295
SRR6744727_metabat_1	0.7437921	0.4146412	-0.3798492	105	0.4676711	0.3350385	0.663678
SRR6744730_metabat_1	0.8910728	0.4990993	-0.3807973	110	0.3983179	0.3139284	0.509603
SRR6744730_metabat_2	0.8231581	0.3552932	-0.3900037	58	0.1554989	0.09891265	0.252137
SRR6744738_metabat_01	0.4847993	0.4291316	-0.4235169	306	4.919529	3.365125	7.348651
SRR6744738_metabat_02	0.552849	0.5182996	-0.395859	30	9.535233	7.484197	12.25316
SRR6744738_metabat_03	0.6375739	0.5505663	-0.3972158	71	6.423914	5.054123	8.23399
SRR6744738_metabat_04	0.6242692	0.4728768	-0.3971196	51	2.419368	1.982485	2.969617
SRR6744738_metabat_05	0.9025398	0.5293219	-0.4068655	40	0.5037725	0.3994539	0.6403555
SRR6744738_metabat_06	0.8502867	0.5294714	-0.4043824	47	0.743409	0.6063445	0.9169863
SRR6744738_metabat_07	0.9272339	0.4678281	-0.4237081	44	0.2293264	0.1714858	0.3105211
SRR6744738_metabat_08	0.599304	0.02941176	-0.3590939	172	0.03771508	0.01474146	0.111458
SRR6744738_metabat_09	0.8504426	0.4800488	-0.4017333	25	0.4349837	0.3424471	0.5571724
SRR6744738_metabat_10	0.9708168	0.4257044	-0.3955787	5	0.1195545	0.08314735	0.1753168
SRR6744738_metabat_11	0.627786	0.4998927	-0.4043293	76	3.382068	2.885825	3.978107
SRR6744740_metabat_1	0.6371797	0.5010553	-0.4004033	90	3.146614	2.697792	3.682693
SRR6744740_metabat_2	1.018268	0.5268049	-0.3927885	52	0.2233953	0.1667983	0.3029878
SRR6744740_metabat_3	0.9684335	0.503357	-0.4118643	55	0.2465983	0.1872234	0.3284503
SRR6744740_metabat_4	0.6162313	0.5030557	-0.4200113	121	3.948569	3.351135	4.670676
SRR6744740_metabat_5	0.5839998	0.5671723	-0.3958219	35	15.13838	10.4687	22.34002
SRR6744741_metabat_1	0.6028279	0.4532103	-0.4085309	27	2.260853	1.760309	2.930512
SRR6744741_metabat_2	0.6605949	0.4145093	-0.4017809	25	0.8684391	0.6219875	1.232763
SRR6744741_metabat_3	0.6227301	0.4702816	-0.3866428	22	2.370089	1.930623	2.927471
SRR6744741_metabat_4	0.7500613	0.5501949	-0.3803273	29	2.177528	1.792369	2.660071
SRR6744741_metabat_5	0.9459678	0.5539429	-0.3923608	33	0.4786282	0.3668626	0.6309672
SRR6744741_metabat_6	0.9687411	0.5291003	-0.3991767	105	0.3166192	0.2423865	0.4179482
SRR6744741_metabat_7	0.7127438	0.5520037	-0.3977275	60	3.133826	2.557109	3.863815
SRR6744743_metabat_1	0.7578101	0.5037453	-0.3909005	35	1.141111	0.9690542	1.348924
SRR6744743_metabat_2	0.6237861	0.473734	-0.3870852	34	2.457786	2.017254	3.011569
SRR6744743_metabat_3	0.6047773	0.4527686	-0.3750849	16	2.209083	1.719337	2.864594
SRR6744743_metabat_4	0.8472508	0.5072355	-0.38901	208	0.5946588	0.4832712	0.7363205
SRR6744743_metabat_5	0.4845209	0.4061004	-0.4313523	360	3.544793	2.308512	5.596022
SRR6744746_metabat_1	0.6423362	0.5076787	-0.4008258	85	3.285638	2.827842	3.829984
SRR6744746_metabat_2	0.7892206	0.4666886	-0.4119016	23	0.5869844	0.4641124	0.7484016
SRR6744746_metabat_3	1.000081	0.339805	-0.4059609	46	0.05043317	0.03102225	0.08498442
SRR6744750_metabat_1	0.6800867	0.5054855	-0.4361716	94	2.257349	1.957653	2.610559
SRR6744750_metabat_2	0.6821235	0.5203169	-0.4393741	212	2.700283	2.336676	3.129908
SRR6744750_metabat_3	0.5243153	0.4397783	-0.4424415	353	3.895885	2.817085	5.472422
SRR6744750_metabat_4	0.6297195	0.5235374	-0.399766	106	4.648664	3.915464	5.542781
SRR6744750_metabat_5	0.666971	0.5800356	-0.3901389	79	7.44044	5.329656	10.56026
SRR6744750_metabat_6	0.6585895	0.5078705	-0.3757293	69	2.831797	2.450637	3.282128
SRR6744751_metabat_1	0.8154821	0.4873775	-0.4159556	71	0.6056943	0.4901187	0.7534321
SRR6744751_metabat_2	0.6006396	0.4575417	-0.3980487	29	2.441635	1.918903	3.133281
SRR6744751_metabat_3	0.7386683	0.5380202	-0.3972675	40	2.05487	1.736032	2.442303
SRR6744751_metabat_4	0.6733949	0.2908932	-0.3921756	15	0.2191291	0.122387	0.4134157
SRR6744754_metabat_1	0.9838887	0.4810244	-0.3902822	79	0.1810953	0.1340457	0.2479521
SRR6744755_metabat_1	0.8669123	0.4424249	-0.3788161	154	0.2662112	0.1960585	0.3665
SRR6744755_metabat_2	0.7571483	0.5019218	-0.3821306	50	1.12255	0.9518519	1.329085
SRR6744757_metabat_1	0.6222062	0.5007843	-0.4227347	95	3.610716	3.073388	4.257954
SRR6744757_metabat_2	0.6534801	0.5076565	-0.3976312	113	2.960043	2.557913	3.435954
SRR6744757_metabat_3	0.9343825	0.4818111	-0.3944714	49	0.2502957	0.189693	0.3340174
SRR6744757_metabat_4	0.944248	0.4857541	-0.380996	49	0.2437675	0.1846361	0.3255143
SRR6744757_metabat_5	0.7313028	0.5521697	-0.3154615	149	2.646329	2.165629	3.252697
SRR6744757_metabat_6	
SRR6744757_metabat_7	0.6201658	0.5436585	-0.396225	52	6.924819	5.491857	8.800575
SRR6744761_metabat_1	0.7514932	0.4610539	-0.3886737	98	0.7316441	0.5791734	0.9316657
SRR6744762_metabat_1	0.6243725	0.5040536	-0.422958	113	3.703421	3.158818	4.35784
SRR6744762_metabat_2	0.9601789	0.5087194	-0.3887103	120	0.2742285	0.2097281	0.3623758
SRR6744762_metabat_3	0.668094	0.4720045	-0.3994359	122	1.629705	1.340889	1.991722
SRR6744763_metabat_1	0.6821729	0.4566598	-0.3766489	48	1.200142	0.9523852	1.524221
SRR6744764_metabat_1	0.9943796	0.500545	-0.3490351	141	0.2031962	0.1520307	0.2749731
SRR6744765_metabat_1	0.7671592	0.4648855	-0.3798992	158	0.6782516	0.5385747	0.8608188
SRR6744767_metabat_1	0.6211612	0.473146	-0.3879218	27	2.497146	2.04545	3.066305
SRR6744767_metabat_2	0.6747021	0.5402209	-0.3998118	61	3.811568	3.173444	4.600375
SRR6744773_metabat_1	0.635092	0.5009562	-0.4082837	79	3.204322	2.744768	3.753804
SRR6744773_metabat_2	1.064696	0.491056	-0.421897	14	0.1213203	0.08736955	0.1711786
SRR6744773_metabat_3	0.6369893	0.515908	-0.3953025	53	3.88041	3.317723	4.554668
SRR6744773_metabat_4	0.9487769	0.5360209	-0.4106309	32	0.3893726	0.3009291	0.5087432
SRR6744773_metabat_5	0.6345275	0.5434575	-0.4015172	63	5.950886	4.783573	7.45474
SRR6744773_metabat_6	0.6280057	0.3892981	-0.3843627	12	0.8380188	0.5626858	1.278116
SRR6744773_metabat_7	0.6715048	0.5179661	-0.3870104	253	2.883761	2.495294	3.342792
SRR6744773_metabat_8	
SRR6744781_metabat_1	0.9893984	0.5195424	-0.4070081	68	0.2513164	0.1901304	0.3360222
SRR6744781_metabat_2	0.8525353	0.4166633	-0.374788	21	0.2282206	0.1613028	0.3287362
SRR6744781_metabat_3	0.9540725	0.4030964	-0.3782316	72	0.1085	0.07337377	0.1641611
SRR6744781_metabat_4	0.8388065	0.3035294	-0.3781132	31	0.09054455	0.05299631	0.1616416
SRR6744781_metabat_5	0.9717216	0.3645133	-0.3994084	30	0.07127924	0.04547203	0.1151963
SRR6744781_metabat_6	0.9816994	0.3933002	-0.3820717	27	0.08533297	0.0565838	0.1319929
SRR6744781_metabat_7	0.5355865	0.4759447	-0.3020872	49	5.913684	4.600705	7.671952
SRR6744782_metabat_1	0.6254269	0.4758074	-0.4015956	35	2.48945	2.052829	3.035303
SRR6744782_metabat_2	0.6564808	0.5419618	-0.4040467	37	4.667415	3.829817	5.720666
SRR6744782_metabat_3	0.9916347	0.5061431	-0.3913857	42	0.2179623	0.1638355	0.2934747
SRR6744782_metabat_4	0.979298	0.4415904	-0.4253662	85	0.1306216	0.09255764	0.1876206
SRR6744784_metabat_1	0.7264515	0.5390295	-0.3972809	23	2.320747	1.958449	2.761572
SRR6744784_metabat_2	0.5742576	0.4770703	-0.4232851	74	4.090771	3.295162	5.113253
SRR6744784_metabat_3	0.6378363	0.4978406	-0.4031767	34	2.992324	2.560474	3.509316
SRR6744784_metabat_4	0.9926852	0.4941982	-0.3854867	39	0.1935818	0.1443203	0.2629836
SRR6744784_metabat_5	0.6362932	0.4989086	-0.395524	41	3.08038	2.636487	3.611632
SRR6744784_metabat_6	
SRR6744785_metabat_1	0.635146	0.4991145	-0.3959694	92	3.122358	2.671599	3.662021
SRR6744786_metabat_1	0.6620427	0.4554414	-0.3758471	28	1.395989	1.104805	1.778092
SRR6744787_metabat_1	0.6530485	0.5131088	-0.3847385	232	3.203234	2.764825	3.72279
SRR6744787_metabat_2	0.8481024	0.5250151	-0.3856963	51	0.719014	0.5875719	0.8850962
SRR6744787_metabat_3	0.5037666	0.404785	-0.4231143	74	2.90627	1.914955	4.52768
SRR6744787_metabat_4	0.5500137	0.4089789	-0.3759535	205	2.025639	1.3861	3.024635
SRR6744788_metabat_01	0.6570801	0.5361937	-0.3631617	79	4.268108	3.559331	5.142582
SRR6744788_metabat_02	0.5755066	0.4849137	-0.4062664	52	4.524677	3.685735	5.588708
SRR6744788_metabat_03	0.5571423	0.4142708	-0.3916309	19	2.037686	1.417043	2.98838
SRR6744788_metabat_04	0.6014008	0.5439743	-0.3790523	41	8.491154	6.597194	11.03142
SRR6744788_metabat_05	0.541321	0.4994796	-0.4435868	18	8.002548	6.326718	10.20437
SRR6744788_metabat_06	0.6128863	0.5188558	-0.3665951	46	5.13133	4.298165	6.153956
SRR6744788_metabat_07	0.6413048	0.4977896	-0.4203448	41	2.89571	2.480652	3.391931
SRR6744788_metabat_08	0.6656905	0.5145825	-0.4010528	24	2.905818	2.516188	3.365838
SRR6744788_metabat_09	0.669881	0.512165	-0.3883362	174	2.705766	2.347012	3.128479
SRR6744788_metabat_10	0.679058	0.4931584	-0.4711404	33	1.940326	1.661534	2.273793
SRR6744788_metabat_11	0.6035371	0.54972	-0.4378463	46	9.09314	6.937137	12.04829
SRR6744788_metabat_12	0.4894801	0.3878586	-0.4151355	16	2.635002	1.654676	4.335973
SRR6744788_metabat_13	0.698957	0.5314048	-0.3598822	62	2.68837	2.297759	3.156617
SRR6744788_metabat_14	0.6283404	0.5361714	-0.4024396	20	5.680686	4.643216	6.991233
SRR6744788_metabat_15	0.6390248	0.5543285	-0.3449655	64	6.702787	5.208357	8.706896
SRR6744788_metabat_16	0.7257215	0.3122991	-0.4424127	22	0.1920462	0.1125454	0.3423465
SRR6744788_metabat_17	0.8639692	0.4802941	-0.4097837	10	0.3965806	0.3102996	0.5113425
SRR6744788_metabat_18	0.7064598	0.4276094	-0.4081093	17	0.7082419	0.5237707	0.9706522
SRR6744788_metabat_19	0.636747	0.5401237	-0.4006949	41	5.534017	4.502625	6.843945
SRR6744788_metabat_20	
SRR6744788_metabat_21	0.6441984	0.5066373	-0.4053909	30	3.182514	2.741069	3.706976
SRR6744788_metabat_22	0.732151	0.441054	-0.4047187	6	0.6775695	0.5154241	0.9005819
SRR6744788_metabat_23	0.611723	0.3564324	-0.4140139	25	0.6557773	0.4077173	1.091517
SRR6744788_metabat_24	0.9104352	0.5543856	-0.4058228	23	0.6232808	0.4851901	0.8080719
SRR6744788_metabat_25	0.5130634	0.4451017	-0.4085026	80	4.694618	3.40098	6.580884
SRR6744788_metabat_26	0.850416	0.4339724	-0.4178558	16	0.2733967	0.1994022	0.3804176
SRR6744788_metabat_27	0.5646597	0.5045221	-0.3874965	53	6.767341	5.485713	8.402211
SRR6744788_metabat_28	0.6501307	0.5620801	-0.454924	113	6.725463	5.121002	8.929665
SRR6744788_metabat_29	0.7067978	0.5318648	-0.3962447	16	2.518716	2.152562	2.957691
SRR6744788_metabat_30	0.7080158	0.5251744	-0.3823448	38	2.279705	1.966181	2.651593
SRR6744788_metabat_31	0.7048654	0.5221284	-0.4047657	15	2.252581	1.948556	2.611956
SRR6744788_metabat_32	0.6637163	0.5624666	-0.3316461	250	5.880862	4.519288	7.731016
SRR6744788_metabat_33	0.6613121	0.4915134	-0.4238355	27	2.220868	1.896258	2.610458
SRR6744788_metabat_34	0.9193299	0.5376006	-0.3743585	33	0.4874266	0.3823032	0.6268506
SRR6744788_metabat_35	0.6330071	0.4927696	-0.4476764	8	2.919776	2.481374	3.448823
SRR6744788_metabat_36	0.6929029	0.5107256	-0.4471534	126	2.157479	1.874234	2.490639
SRR6744788_metabat_37	0.6003251	0.4972181	-0.3860384	30	4.238301	3.552389	5.079563
SRR6744788_metabat_38	
SRR6744788_metabat_39	0.7109677	0.5520646	-0.3239739	176	3.189008	2.600485	3.934497
SRR6744788_metabat_40	0.6586816	0.4356126	-0.3149867	41	1.128804	0.8507867	1.515414
SRR6744788_metabat_41	0.6744186	0.579371	-0.4038927	60	6.810735	4.923313	9.569971
SRR6744788_metabat_42	0.487155	0.398496	-0.3436683	9	3.111271	1.996758	4.993945
SRR6744788_metabat_43	0.6295405	0.5189327	-0.3410162	26	4.356051	3.694595	5.156141
SRR6744788_metabat_44	0.5704107	0.4997413	-0.4066477	29	5.929798	4.844811	7.301043
SRR6744788_metabat_45	0.5932559	0.4815628	-0.4123489	63	3.631654	2.98219	4.447607
SRR6744788_metabat_46	0.6049737	0.5519682	-0.3955822	295	9.280885	7.03175	12.38909
SRR6744788_metabat_47	0.6929371	0.5740148	-0.4740362	39	5.197964	3.893315	7.025803
SRR6744788_metabat_48	
SRR6744788_metabat_49	0.7099338	0.4686067	-0.3831347	38	1.105359	0.8985917	1.368225
SRR6744788_metabat_50	0.6885341	0.4178129	-0.3712712	46	0.7271852	0.5257809	1.021541
SRR6744788_metabat_51	0.819316	0.4372347	-0.4393301	39	0.3481585	0.2576632	0.4767761
SRR6744788_metabat_52	1.103813	0.2979493	-0.439838	17	0.02235722	0.01299211	0.04025011
SRR6744788_metabat_53	0.8023723	0.04444444	-0.3298521	32	0.01609867	0.006891039	0.04222993
SRR6744789_metabat_1	0.6451376	0.5161734	-0.4003924	45	3.602511	3.092603	4.210644
SRR6744789_metabat_2	0.9751672	0.5253084	-0.4162296	64	0.2920614	0.2228015	0.3869988
SRR6744789_metabat_3	0.7766414	0.4548087	-0.3853502	27	0.5660469	0.439054	0.7367144
SRR6744789_metabat_4	0.6261956	0.486007	-0.3953318	32	2.835819	2.382036	3.390967
SRR6744791_metabat_1	0.6259011	0.4862414	-0.3817226	67	2.852596	2.396734	3.410122
SRR6744797_metabat_01	0.624918	0.503599	-0.4238528	107	3.660626	3.123059	4.30641
SRR6744797_metabat_02	1.04542	0.5391295	-0.3923231	27	0.2109105	0.1553715	0.2902829
SRR6744797_metabat_03	0.6278093	0.4749467	-0.4056702	44	2.408761	1.984193	2.940207
SRR6744797_metabat_04	0.654633	0.5418456	-0.3995389	38	4.745493	3.890677	5.821439
SRR6744797_metabat_05	0.5327366	0.4463934	-0.4511897	427	3.946307	2.91221	5.421075
SRR6744797_metabat_06	0.6628418	0.5057003	-0.4698671	45	2.644816	2.289744	3.064128
SRR6744797_metabat_07	0.9518448	0.4863357	-0.4039465	100	0.2333337	0.176192	0.3126192
SRR6744797_metabat_08	0.6307539	0.5548565	-0.4097712	76	7.369188	5.672075	9.670913
SRR6744797_metabat_09	0.9493793	0.3998426	-0.378652	24	0.108434	0.07305187	0.1647596
SRR6744797_metabat_10	0.705691	0.5330637	-0.3999643	11	2.585295	2.204756	3.042654
SRR6744797_metabat_11	0.6673451	0.5284632	-0.3870202	19	3.465338	2.953832	4.080452
SRR6744797_metabat_12	1.06192	0.4673432	-0.4260143	64	0.1005878	0.07117699	0.1447029
SRR6744797_metabat_13	0.6318809	0.513878	-0.391699	39	3.960368	3.381925	4.654503
SRR6744797_metabat_14	0.9040121	0.3285372	-0.4040403	35	0.07726798	0.04702784	0.1318067
SRR6744797_metabat_15	0.8494804	0.3735542	-0.4523344	19	0.1560753	0.1023116	0.2445663
SRR6744797_metabat_16	0.7448208	0.5530457	-0.3216166	126	2.369091	1.936269	2.915889
SRR6744797_metabat_17	0.5248439	0.4302249	-0.370992	104	3.388783	2.400433	4.86941
SRR6744798_metabat_1	0.7104282	0.5412231	-0.3190392	218	2.763454	2.318746	3.308188
SRR6744798_metabat_2	0.995929	0.5207486	-0.3970582	47	0.2436435	0.1837712	0.3268289
SRR6744798_metabat_3	0.639179	0.5061417	-0.4004569	105	3.313296	2.847681	3.867838
SRR6744798_metabat_4	0.6837645	0.5265775	-0.4029174	14	2.895467	2.487828	3.381131
SRR6744798_metabat_5	0.762792	0.517808	-0.3772697	11	1.297938	1.10765	1.526457
