,sample,ARG,AMR_category,MGE_prediction
SRR6744512_19,SRR6744512,MECI,beta-lactam,unclassified
SRR6744512_20,SRR6744512,TET32,tetracycline,unclassified
SRR6744512_21,SRR6744512,VANU,glycopeptide,plasmid
SRR6744512_22,SRR6744512,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744512_23,SRR6744512,ADEJ,multidrug,plasmid
SRR6744512_24,SRR6744512,ADEF,multidrug,chromosome
SRR6744512_25,SRR6744512,LSAC,multidrug,plasmid
SRR6744512_26,SRR6744512,RPOB2,multidrug,chromosome
SRR6744512_27,SRR6744512,UGD,peptide,chromosome
SRR6744512_28,SRR6744512,MEL,multidrug,chromosome
SRR6744512_29,SRR6744512,MEFA,MLS,chromosome
SRR6744512_30,SRR6744512,ACRB,multidrug,ambiguous (phage/chromosome)
SRR6744512_31,SRR6744512,VANXD,glycopeptide,unclassified
SRR6744512_32,SRR6744512,MECI,beta-lactam,ambiguous (phage/chromosome)
SRR6744512_33,SRR6744512,VANU,glycopeptide,unclassified
SRR6744512_34,SRR6744512,UGD,peptide,chromosome
SRR6744512_35,SRR6744512,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744512_36,SRR6744512,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744512_37,SRR6744512,FOSX,fosfomycin,unclassified
SRR6744512_38,SRR6744512,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744512_39,SRR6744512,APH(7'')-IA,aminoglycoside,unclassified
SRR6744512_40,SRR6744512,CFXA3,beta-lactam,phage
SRR6744512_41,SRR6744512,TETO,tetracycline,phage
SRR6744512_42,SRR6744512,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744512_43,SRR6744512,HERA-8,beta-lactam,unclassified
SRR6744512_44,SRR6744512,TETQ,tetracycline,unclassified
SRR6744512_45,SRR6744512,APH(7'')-IA,aminoglycoside,chromosome
SRR6744512_46,SRR6744512,UGD,peptide,ambiguous (phage/chromosome)
SRR6744513_1,SRR6744513,POXTA,multidrug,chromosome
SRR6744513_2,SRR6744513,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744513_3,SRR6744513,RPOB2,multidrug,chromosome
SRR6744513_4,SRR6744513,TET(33),tetracycline,unclassified
SRR6744513_5,SRR6744513,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744514_1,SRR6744514,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744514_2,SRR6744514,APH(7'')-IA,aminoglycoside,chromosome
SRR6744514_3,SRR6744514,UGD,peptide,phage
SRR6744514_4,SRR6744514,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744514_5,SRR6744514,VANU,glycopeptide,chromosome
SRR6744514_6,SRR6744514,CPHA3,beta-lactam,plasmid
SRR6744514_7,SRR6744514,MEFA,MLS,ambiguous (phage/chromosome)
SRR6744514_8,SRR6744514,MEL,multidrug,ambiguous (phage/chromosome)
SRR6744514_9,SRR6744514,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744514_10,SRR6744514,CFXA3,beta-lactam,phage
SRR6744514_11,SRR6744514,ERMF,MLS,unclassified
SRR6744514_12,SRR6744514,OLEB,multidrug,chromosome
SRR6744514_13,SRR6744514,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744514_14,SRR6744514,MSRE,multidrug,unclassified
SRR6744514_15,SRR6744514,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744514_16,SRR6744514,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744514_17,SRR6744514,TET(W/N/W),tetracycline,unclassified
SRR6744514_18,SRR6744514,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744514_19,SRR6744514,OPRA,multidrug,ambiguous (phage/chromosome)
SRR6744514_20,SRR6744514,RPOB2,multidrug,chromosome
SRR6744514_21,SRR6744514,LMRD,MLS,unclassified
SRR6744514_22,SRR6744514,JOHN-1,beta-lactam,phage
SRR6744514_23,SRR6744514,TETQ,tetracycline,unclassified
SRR6744514_24,SRR6744514,TET(C),tetracycline,unclassified
SRR6744514_25,SRR6744514,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,phage
SRR6744514_26,SRR6744514,FUSD,fusidic-acid,phage
SRR6744514_27,SRR6744514,RPOB2,multidrug,unclassified
SRR6744514_28,SRR6744514,ERMB,MLS,unclassified
SRR6744514_29,SRR6744514,TETM,tetracycline,unclassified
SRR6744515_1,SRR6744515,CATQ,phenicol,phage
SRR6744515_2,SRR6744515,RPOB2,multidrug,chromosome
SRR6744515_3,SRR6744515,VANU,glycopeptide,plasmid
SRR6744515_4,SRR6744515,LSAC,multidrug,unclassified
SRR6744515_5,SRR6744515,ACRF,multidrug,unclassified
SRR6744515_6,SRR6744515,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,phage
SRR6744515_7,SRR6744515,RBPA,rifamycin,unclassified
SRR6744515_8,SRR6744515,ERMW,MLS,unclassified
SRR6744516_1,SRR6744516,CFXA3,beta-lactam,ambiguous (phage/chromosome)
SRR6744516_2,SRR6744516,APH(7'')-IA,aminoglycoside,unclassified
SRR6744516_3,SRR6744516,ERMB,MLS,plasmid
SRR6744516_4,SRR6744516,TETO,tetracycline,plasmid
SRR6744516_5,SRR6744516,TETM,tetracycline,plasmid
SRR6744516_6,SRR6744516,SMEB,multidrug,unclassified
SRR6744516_7,SRR6744516,RPOB2,multidrug,chromosome
SRR6744516_8,SRR6744516,OXA-46,beta-lactam,unclassified
SRR6744516_9,SRR6744516,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744516_10,SRR6744516,ADEN,multidrug,phage
SRR6744516_11,SRR6744516,ACRD,aminoglycoside,chromosome
SRR6744516_12,SRR6744516,VATI,MLS,unclassified
SRR6744516_13,SRR6744516,VANU,glycopeptide,chromosome
SRR6744516_14,SRR6744516,RPOB2,multidrug,chromosome
SRR6744516_15,SRR6744516,ERMF,MLS,plasmid
SRR6744516_16,SRR6744516,BCRA,bacitracin,unclassified
SRR6744516_17,SRR6744516,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744516_18,SRR6744516,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744516_19,SRR6744516,BRUCELLA SUIS MPRF,peptide,ambiguous (phage/chromosome)
SRR6744516_20,SRR6744516,VANU,glycopeptide,chromosome
SRR6744516_21,SRR6744516,MSRE,multidrug,chromosome
SRR6744516_22,SRR6744516,IMP-9,beta-lactam,chromosome
SRR6744516_23,SRR6744516,CPXA,aminoglycoside:aminocoumarin,unclassified
SRR6744516_24,SRR6744516,TETQ,tetracycline,phage
SRR6744516_25,SRR6744516,UGD,peptide,chromosome
SRR6744516_26,SRR6744516,VANU,glycopeptide,plasmid
SRR6744522_1,SRR6744522,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744522_2,SRR6744522,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744522_3,SRR6744522,MEXD,multidrug,chromosome
SRR6744522_4,SRR6744522,MSRE,multidrug,unclassified
SRR6744522_5,SRR6744522,TETQ,tetracycline,chromosome
SRR6744522_6,SRR6744522,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744522_7,SRR6744522,AAC(3)-IID,aminoglycoside,chromosome
SRR6744522_8,SRR6744522,TET32,tetracycline,phage
SRR6744522_9,SRR6744522,UGD,peptide,ambiguous (phage/chromosome)
SRR6744522_10,SRR6744522,CHRB,MLS,chromosome
SRR6744522_11,SRR6744522,ERMF,MLS,unclassified
SRR6744522_12,SRR6744522,RPOB2,multidrug,chromosome
SRR6744522_13,SRR6744522,CFXA2,beta-lactam,plasmid
SRR6744522_14,SRR6744522,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744522_15,SRR6744522,ERMA,MLS,plasmid
SRR6744522_16,SRR6744522,ADEF,multidrug,unclassified
SRR6744522_17,SRR6744522,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744522_18,SRR6744522,BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,unclassified
SRR6744522_19,SRR6744522,APH(6)-I,aminoglycoside,plasmid
SRR6744522_20,SRR6744522,OMPR,beta-lactam,unclassified
SRR6744522_21,SRR6744522,MUXB,multidrug,chromosome
SRR6744522_22,SRR6744522,RPOB2,multidrug,chromosome
SRR6744522_23,SRR6744522,SMEB,multidrug,unclassified
SRR6744522_24,SRR6744522,VANXD,glycopeptide,unclassified
SRR6744522_25,SRR6744522,BJP-1,beta-lactam,chromosome
SRR6744522_26,SRR6744522,ADEF,multidrug,chromosome
SRR6744522_27,SRR6744522,ADEF,multidrug,chromosome
SRR6744522_28,SRR6744522,MEXE,multidrug,chromosome
SRR6744524_1,SRR6744524,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744524_2,SRR6744524,ERM(36),MLS,phage
SRR6744524_3,SRR6744524,BIFIDOBACTERIUM ILES CONFERRING RESISTANCE TO MUPIROCIN,mupirocin,phage
SRR6744524_4,SRR6744524,ERMA,MLS,unclassified
SRR6744524_5,SRR6744524,ERMF,MLS,unclassified
SRR6744524_6,SRR6744524,TET(W/N/W),tetracycline,plasmid
SRR6744524_7,SRR6744524,CFXA4,beta-lactam,plasmid
SRR6744524_8,SRR6744524,RPOB2,multidrug,chromosome
SRR6744526_1,SRR6744526,ERMY,MLS,unclassified
SRR6744526_2,SRR6744526,FUSD,fusidic-acid,unclassified
SRR6744531_1,SRR6744531,RPOB2,multidrug,chromosome
SRR6744531_2,SRR6744531,ERMC,MLS,plasmid
SRR6744531_3,SRR6744531,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744531_4,SRR6744531,TET(W/N/W),tetracycline,unclassified
SRR6744531_5,SRR6744531,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744531_6,SRR6744531,CATQ,phenicol,ambiguous (plasmid/phage)
SRR6744531_7,SRR6744531,LMRC,multidrug,phage
SRR6744531_8,SRR6744531,CFXA2,beta-lactam,unclassified
SRR6744531_9,SRR6744531,OXA-361,beta-lactam,phage
SRR6744531_10,SRR6744531,ARNA,peptide,phage
SRR6744531_11,SRR6744531,ARNA,polymyxin,phage
SRR6744531_12,SRR6744531,TETQ,tetracycline,phage
SRR6744532_1,SRR6744532,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744532_2,SRR6744532,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744532_3,SRR6744532,TETQ,tetracycline,unclassified
SRR6744532_4,SRR6744532,RPOB2,multidrug,chromosome
SRR6744532_5,SRR6744532,LSAC,multidrug,plasmid
SRR6744532_6,SRR6744532,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744532_7,SRR6744532,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744532_8,SRR6744532,MEL,multidrug,chromosome
SRR6744532_9,SRR6744532,CATQ,phenicol,ambiguous (plasmid/phage)
SRR6744532_10,SRR6744532,NMCR,beta-lactam,unclassified
SRR6744532_11,SRR6744532,CTX-M-6,beta-lactam,unclassified
SRR6744532_12,SRR6744532,GOB-7,beta-lactam,phage
SRR6744532_13,SRR6744532,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744532_14,SRR6744532,EVGS,multidrug,ambiguous (phage/chromosome)
SRR6744532_15,SRR6744532,SGM,aminoglycoside,unclassified
SRR6744532_16,SRR6744532,SHV-43,beta-lactam,unclassified
SRR6744532_17,SRR6744532,TETM,tetracycline,plasmid
SRR6744532_18,SRR6744532,AAC(3)-IID,aminoglycoside,chromosome
SRR6744532_19,SRR6744532,ERMW,MLS,phage
SRR6744532_20,SRR6744532,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744533_1,SRR6744533,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,ambiguous (phage/chromosome)
SRR6744533_2,SRR6744533,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744533_3,SRR6744533,TETQ,tetracycline,unclassified
SRR6744533_4,SRR6744533,CFXA,beta-lactam,unclassified
SRR6744533_5,SRR6744533,TET32,tetracycline,ambiguous (phage/chromosome)
SRR6744533_6,SRR6744533,FUSD,fusidic-acid,unclassified
SRR6744533_7,SRR6744533,RPOB2,multidrug,chromosome
SRR6744533_8,SRR6744533,MSRE,multidrug,chromosome
SRR6744533_9,SRR6744533,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744533_10,SRR6744533,CFXA3,beta-lactam,phage
SRR6744533_11,SRR6744533,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744533_12,SRR6744533,TET(C),tetracycline,phage
SRR6744533_13,SRR6744533,TETQ,tetracycline,ambiguous (plasmid/phage)
SRR6744533_14,SRR6744533,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744534_1,SRR6744534,TET(C),tetracycline,phage
SRR6744534_2,SRR6744534,TETQ,tetracycline,unclassified
SRR6744534_3,SRR6744534,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744536_1,SRR6744536,APMA,aminoglycoside,plasmid
SRR6744536_2,SRR6744536,CORYNEBACTERIUM STRIATUM TETA,multidrug,unclassified
SRR6744536_3,SRR6744536,TEM-143,beta-lactam,unclassified
SRR6744536_4,SRR6744536,TETR,tetracycline,unclassified
SRR6744536_5,SRR6744536,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744536_6,SRR6744536,RPOB2,multidrug,chromosome
SRR6744536_7,SRR6744536,VANU,glycopeptide,unclassified
SRR6744536_8,SRR6744536,CEOB,multidrug,unclassified
SRR6744536_9,SRR6744536,MEL,multidrug,unclassified
SRR6744536_10,SRR6744536,TETM,tetracycline,plasmid
SRR6744536_11,SRR6744536,MSRE,multidrug,plasmid
SRR6744536_12,SRR6744536,MEFA,MLS,plasmid
SRR6744536_13,SRR6744536,TETM,tetracycline,plasmid
SRR6744540_1,SRR6744540,LSAC,multidrug,ambiguous (plasmid/phage)
SRR6744540_2,SRR6744540,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,plasmid
SRR6744540_3,SRR6744540,MECD,beta-lactam,chromosome
SRR6744540_4,SRR6744540,MEXK,multidrug,phage
SRR6744542_1,SRR6744542,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744542_2,SRR6744542,RPOB2,multidrug,chromosome
SRR6744542_3,SRR6744542,LSAC,multidrug,chromosome
SRR6744542_4,SRR6744542,TET(C),tetracycline,ambiguous (plasmid/phage)
SRR6744543_1,SRR6744543,APH(4)-IB,aminoglycoside,unclassified
SRR6744543_2,SRR6744543,TET32,tetracycline,ambiguous (plasmid/phage)
SRR6744543_3,SRR6744543,ERMB,MLS,unclassified
SRR6744543_4,SRR6744543,TETM,tetracycline,plasmid
SRR6744543_5,SRR6744543,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744543_6,SRR6744543,RPOB2,multidrug,chromosome
SRR6744543_7,SRR6744543,MEFA,MLS,chromosome
SRR6744543_8,SRR6744543,MEL,multidrug,chromosome
SRR6744543_9,SRR6744543,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744543_10,SRR6744543,VANU,glycopeptide,unclassified
SRR6744545_1,SRR6744545,CATQ,phenicol,phage
SRR6744545_2,SRR6744545,BAHA,peptide,phage
SRR6744545_3,SRR6744545,CFXA2,beta-lactam,unclassified
SRR6744550_1,SRR6744550,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744550_2,SRR6744550,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,unclassified
SRR6744550_3,SRR6744550,RPOB2,multidrug,chromosome
SRR6744550_4,SRR6744550,TETM,tetracycline,unclassified
SRR6744550_5,SRR6744550,MEXY,multidrug,chromosome
SRR6744550_6,SRR6744550,POXTA,multidrug,phage
SRR6744551_1,SRR6744551,RPOB2,multidrug,chromosome
SRR6744551_2,SRR6744551,VANKI,glycopeptide,unclassified
SRR6744551_3,SRR6744551,VANU,glycopeptide,unclassified
SRR6744554_1,SRR6744554,TEM-162,beta-lactam,plasmid
SRR6744554_2,SRR6744554,TEM-185,beta-lactam,plasmid
SRR6744554_3,SRR6744554,TETR,tetracycline,plasmid
SRR6744555_1,SRR6744555,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744555_2,SRR6744555,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744555_3,SRR6744555,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744555_4,SRR6744555,ERMB,MLS,ambiguous (phage/chromosome)
SRR6744555_5,SRR6744555,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744555_6,SRR6744555,TETM,tetracycline,ambiguous (phage/chromosome)
SRR6744556_1,SRR6744556,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744556_2,SRR6744556,TETB(P),tetracycline,unclassified
SRR6744556_3,SRR6744556,RPOB2,multidrug,chromosome
SRR6744556_4,SRR6744556,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744557_1,SRR6744557,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744557_2,SRR6744557,TETM,tetracycline,plasmid
SRR6744557_3,SRR6744557,TETO,tetracycline,plasmid
SRR6744557_4,SRR6744557,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744557_5,SRR6744557,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744557_6,SRR6744557,ERMC,MLS,plasmid
SRR6744557_7,SRR6744557,RPOB2,multidrug,chromosome
SRR6744557_8,SRR6744557,MACB,MLS,chromosome
SRR6744557_9,SRR6744557,TETQ,tetracycline,chromosome
SRR6744557_10,SRR6744557,TET(W/N/W),tetracycline,plasmid
SRR6744557_11,SRR6744557,TET32,tetracycline,chromosome
SRR6744557_12,SRR6744557,CFXA3,beta-lactam,phage
SRR6744557_13,SRR6744557,SMER,multidrug,phage
SRR6744557_14,SRR6744557,EFRB,multidrug,unclassified
SRR6744557_15,SRR6744557,CFXA5,beta-lactam,unclassified
SRR6744557_16,SRR6744557,RPOB2,multidrug,chromosome
SRR6744557_17,SRR6744557,VANU,glycopeptide,unclassified
SRR6744557_18,SRR6744557,EDEQ,polyamine:peptide,phage
SRR6744557_19,SRR6744557,ERMB,MLS,unclassified
SRR6744557_20,SRR6744557,UGD,peptide,chromosome
SRR6744557_21,SRR6744557,MEL,multidrug,chromosome
SRR6744557_22,SRR6744557,MSRE,multidrug,unclassified
SRR6744557_23,SRR6744557,VANU,glycopeptide,ambiguous (plasmid/phage)
SRR6744557_24,SRR6744557,ERMF,MLS,ambiguous (phage/chromosome)
SRR6744558_1,SRR6744558,TETO,tetracycline,chromosome
SRR6744558_2,SRR6744558,TETM,tetracycline,unclassified
SRR6744558_3,SRR6744558,UGD,peptide,ambiguous (phage/chromosome)
SRR6744558_4,SRR6744558,TET(W/N/W),tetracycline,plasmid
SRR6744558_5,SRR6744558,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744558_6,SRR6744558,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744558_7,SRR6744558,ERM(37),MLS,chromosome
SRR6744558_8,SRR6744558,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744558_9,SRR6744558,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744558_10,SRR6744558,BIFIDOBACTERIUM ADOLESCENTIS RPOB MUTANTS CONFERRING RESISTANCE TO RIFAMPICIN,multidrug,chromosome
SRR6744558_11,SRR6744558,PMPM,multidrug,plasmid
SRR6744558_12,SRR6744558,RPOB2,multidrug,chromosome
SRR6744558_13,SRR6744558,OPMD,multidrug,chromosome
SRR6744558_14,SRR6744558,TETQ,tetracycline,phage
SRR6744558_15,SRR6744558,VANU,glycopeptide,unclassified
SRR6744558_16,SRR6744558,VGAALC,multidrug,unclassified
SRR6744558_17,SRR6744558,RPOB2,multidrug,chromosome
SRR6744558_18,SRR6744558,CFXA3,beta-lactam,phage
SRR6744558_19,SRR6744558,MSRE,multidrug,chromosome
SRR6744558_20,SRR6744558,AMRB,aminoglycoside,unclassified
SRR6744558_21,SRR6744558,TETQ,tetracycline,plasmid
SRR6744558_22,SRR6744558,RPOB2,multidrug,chromosome
SRR6744558_23,SRR6744558,NORB,fluoroquinolone,unclassified
SRR6744558_24,SRR6744558,TETA(46),tetracycline,chromosome
SRR6744558_25,SRR6744558,RPOB2,multidrug,unclassified
SRR6744558_26,SRR6744558,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744558_27,SRR6744558,ADEF,multidrug,chromosome
SRR6744558_28,SRR6744558,EFRB,multidrug,chromosome
SRR6744558_29,SRR6744558,RPOB2,multidrug,chromosome
SRR6744558_30,SRR6744558,ERMA,MLS,plasmid
SRR6744560_1,SRR6744560,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744560_2,SRR6744560,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744560_3,SRR6744560,TET(33),tetracycline,unclassified
SRR6744560_4,SRR6744560,TETQ,tetracycline,phage
SRR6744560_5,SRR6744560,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744560_6,SRR6744560,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744560_7,SRR6744560,VANSC,glycopeptide,unclassified
SRR6744560_8,SRR6744560,AADA14,aminoglycoside,phage
SRR6744560_9,SRR6744560,POXTA,multidrug,chromosome
SRR6744560_10,SRR6744560,ERMB,MLS,chromosome
SRR6744560_11,SRR6744560,TET(W/N/W),tetracycline,chromosome
SRR6744560_12,SRR6744560,TETM,tetracycline,chromosome
SRR6744560_13,SRR6744560,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744560_14,SRR6744560,GOB-15,beta-lactam,unclassified
SRR6744560_15,SRR6744560,CATQ,phenicol,ambiguous (plasmid/phage)
SRR6744560_16,SRR6744560,VANU,glycopeptide,chromosome
SRR6744560_17,SRR6744560,VANU,glycopeptide,chromosome
SRR6744560_18,SRR6744560,RPOB2,multidrug,chromosome
SRR6744560_19,SRR6744560,ABCA,multidrug,ambiguous (phage/chromosome)
SRR6744560_20,SRR6744560,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744561_1,SRR6744561,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,ambiguous (phage/chromosome)
SRR6744561_2,SRR6744561,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744561_3,SRR6744561,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744561_4,SRR6744561,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744561_5,SRR6744561,RPOB2,multidrug,ambiguous (phage/chromosome)
SRR6744561_6,SRR6744561,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744561_7,SRR6744561,POXTA,multidrug,chromosome
SRR6744561_8,SRR6744561,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744566_1,SRR6744566,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744566_2,SRR6744566,LSAC,multidrug,plasmid
SRR6744569_1,SRR6744569,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744569_2,SRR6744569,POXTA,multidrug,unclassified
SRR6744569_3,SRR6744569,TET(55),tetracycline,unclassified
SRR6744569_4,SRR6744569,TET(35),tetracycline,unclassified
SRR6744570_1,SRR6744570,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744570_2,SRR6744570,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744570_3,SRR6744570,POXTA,multidrug,unclassified
SRR6744572_1,SRR6744572,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744572_2,SRR6744572,RPOB2,multidrug,chromosome
SRR6744572_3,SRR6744572,EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER,fluoroquinolone,chromosome
SRR6744573_1,SRR6744573,NMCR,beta-lactam,plasmid
SRR6744573_2,SRR6744573,BLAF,beta-lactam,unclassified
SRR6744573_3,SRR6744573,TET(E),tetracycline,chromosome
SRR6744573_4,SRR6744573,MDSA,multidrug,chromosome
SRR6744573_5,SRR6744573,QNRE1,fluoroquinolone,unclassified
SRR6744573_6,SRR6744573,CHRB,MLS,unclassified
SRR6744573_7,SRR6744573,CLBB,multidrug,unclassified
SRR6744573_8,SRR6744573,RPOB2,multidrug,chromosome
SRR6744573_9,SRR6744573,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,unclassified
SRR6744573_10,SRR6744573,TET(50),tetracycline,chromosome
SRR6744579_1,SRR6744579,RPOB2,multidrug,chromosome
SRR6744579_2,SRR6744579,TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR,unclassified,chromosome
SRR6744580_1,SRR6744580,LLMA_23S_RIBOSOMAL_RNA_METHYLTRANSFERASE,MLS,ambiguous (phage/chromosome)
SRR6744580_2,SRR6744580,VANU,glycopeptide,ambiguous (phage/chromosome)
SRR6744580_3,SRR6744580,LSAC,multidrug,ambiguous (phage/chromosome)
SRR6744580_4,SRR6744580,TET32,tetracycline,plasmid
SRR6744580_5,SRR6744580,LRA-17,beta-lactam,unclassified
SRR6744580_6,SRR6744580,OPRA,multidrug,chromosome
SRR6744580_7,SRR6744580,TETM,tetracycline,ambiguous (phage/chromosome)
